,0
29696,1.3381894826889038
29697,1.3034864664077759
29698,1.4211781024932861
29699,1.1988000869750977
29700,1.521615982055664
29701,1.2556796073913574
29702,1.2294210195541382
29703,1.3971232175827026
29704,1.2321008443832397
29705,1.4560109376907349
29706,1.1743974685668945
29707,1.3481115102767944
29708,1.373827338218689
29709,1.4212932586669922
29710,1.4990012645721436
29711,1.6062109470367432
29712,1.7153160572052002
29713,1.7963893413543701
29714,1.832948088645935
29715,1.8245694637298584
29716,1.3482820987701416
29717,1.3611054420471191
29718,1.3754816055297852
29719,1.3909776210784912
29720,1.4057707786560059
29721,1.419517993927002
29722,1.4303946495056152
29723,1.4389251470565796
29724,1.4447417259216309
29725,1.4492950439453125
29726,1.4515939950942993
29727,1.4505584239959717
29728,1.4463015794754028
29729,1.4387387037277222
29730,1.4308267831802368
29731,1.4220736026763916
29732,1.414528250694275
29733,1.4083791971206665
29734,1.4048433303833008
29735,1.4030386209487915
29736,1.3995126485824585
29737,1.3923957347869873
29738,1.3793823719024658
29739,1.3590692281723022
29740,1.3316339254379272
29741,1.3032824993133545
29742,1.2837244272232056
29743,1.2794302701950073
29744,1.2941691875457764
29745,1.3239083290100098
29746,1.3607373237609863
29747,1.395577073097229
29748,1.4290672540664673
29749,1.4586026668548584
29750,1.483893632888794
29751,1.5079245567321777
29752,1.5316663980484009
29753,1.5540766716003418
29754,1.5714733600616455
29755,1.5843005180358887
29756,1.5906981229782104
29757,1.6003987789154053
29758,1.6101367473602295
29759,1.6238964796066284
29760,1.6343207359313965
29761,1.6251976490020752
29762,1.6005536317825317
29763,1.5725878477096558
29764,1.5464586019515991
29765,1.5228315591812134
29766,1.5034104585647583
29767,1.4853557348251343
29768,1.466193675994873
29769,1.447404146194458
29770,1.4291176795959473
29771,1.411617636680603
29772,1.2688313722610474
29773,1.3425960540771484
29774,1.4580914974212646
29775,1.6065415143966675
29776,1.7599716186523438
29777,1.851989507675171
29778,1.7695703506469727
29779,1.5674898624420166
29780,1.4345735311508179
29781,1.3881149291992188
29782,1.3695323467254639
29783,1.3605738878250122
29784,1.3584365844726562
29785,1.35973060131073
29786,1.363632321357727
29787,1.3703956604003906
29788,1.378790020942688
29789,1.3871341943740845
29790,1.3935329914093018
29791,1.3665481805801392
29792,1.402870774269104
29793,1.4665465354919434
29794,1.563362717628479
29795,1.6755337715148926
29796,1.7717580795288086
29797,1.824894905090332
29798,1.8280878067016602
29799,1.790199637413025
29800,1.386828899383545
29801,1.4340016841888428
29802,1.511862874031067
29803,1.6189252138137817
29804,1.7276512384414673
29805,1.8045053482055664
29806,1.8294988870620728
29807,1.8050336837768555
29808,1.4084197282791138
29809,1.4674750566482544
29810,1.5580769777297974
29811,1.6686596870422363
29812,1.7656558752059937
29813,1.8188680410385132
29814,1.816602349281311
29815,1.7699613571166992
29816,1.4313902854919434
29817,1.501258134841919
29818,1.600116491317749
29819,1.7092127799987793
29820,1.7901121377944946
29821,1.8184263706207275
29822,1.7923802137374878
29823,1.452905297279358
29824,1.5325095653533936
29825,1.6378945112228394
29826,1.7386037111282349
29827,1.8006095886230469
29828,1.8060978651046753
29829,1.4738577604293823
29830,1.561780571937561
29831,1.6683459281921387
29832,1.7590594291687012
29833,1.8014979362487793
29834,1.7877006530761719
29835,1.4902775287628174
29836,1.5848339796066284
29837,1.6925691366195679
29838,1.773596167564392
29839,1.8001916408538818
29840,1.5041545629501343
29841,1.6034389734268188
29842,1.7109391689300537
29843,1.7830371856689453
29844,1.7980005741119385
29845,1.5115150213241577
29846,1.6158534288406372
29847,1.7228593826293945
29848,1.7891830205917358
29849,1.800012230873108
29850,1.515627145767212
29851,1.6193976402282715
29852,1.727536916732788
29853,1.7943819761276245
29854,1.5162400007247925
29855,1.6162694692611694
29856,1.7253788709640503
29857,1.7967360019683838
29858,1.5112777948379517
29859,1.6066290140151978
29860,1.7150769233703613
29861,1.7916170358657837
29862,1.5022929906845093
29863,1.5905234813690186
29864,1.6970021724700928
29865,1.7815394401550293
29866,1.8229128122329712
29867,1.4911013841629028
29868,1.5716888904571533
29869,1.6717661619186401
29870,1.763206124305725
29871,1.4790575504302979
29872,1.5517534017562866
29873,1.6437605619430542
29874,1.7389971017837524
29875,1.806275725364685
29876,1.465829610824585
29877,1.5302395820617676
29878,1.615150809288025
29879,1.7093278169631958
29880,1.7879106998443604
29881,1.45282781124115
29882,1.5094019174575806
29883,1.5859490633010864
29884,1.6765555143356323
29885,1.762388825416565
29886,1.4402745962142944
29887,1.4896920919418335
29888,1.5554219484329224
29889,1.6401560306549072
29890,1.728980541229248
29891,1.8027853965759277
29892,1.428847312927246
29893,1.4701859951019287
29894,1.5287495851516724
29895,1.6031535863876343
29896,1.6918524503707886
29897,1.7723064422607422
29898,1.830681562423706
29899,1.4206547737121582
29900,1.4530173540115356
29901,1.5019217729568481
29902,1.5683404207229614
29903,1.6513948440551758
29904,1.7342500686645508
29905,1.8011555671691895
29906,1.837878942489624
29907,1.4118781089782715
29908,1.4374279975891113
29909,1.4769158363342285
29910,1.5350604057312012
29911,1.6088072061538696
29912,1.6910284757614136
29913,1.763521671295166
29914,1.811105489730835
29915,1.4011584520339966
29916,1.4208463430404663
29917,1.453853726387024
29918,1.5023260116577148
29919,1.5683813095092773
29920,1.6468384265899658
29921,1.7232534885406494
29922,1.779499888420105
29923,1.3859655857086182
29924,1.4019562005996704
29925,1.4296218156814575
29926,1.4709442853927612
29927,1.529929757118225
29928,1.6008328199386597
29929,1.678465485572815
29930,1.743502140045166
29931,1.7774327993392944
29932,1.7707486152648926
29933,1.3637713193893433
29934,1.378554105758667
29935,1.4022417068481445
29936,1.438914179801941
29937,1.4896808862686157
29938,1.5565048456192017
29939,1.630808711051941
29940,1.7034600973129272
29941,1.7510242462158203
29942,1.7566113471984863
29943,1.3355529308319092
29944,1.3479866981506348
29945,1.369483470916748
29946,1.402585744857788
29947,1.4494601488113403
29948,1.5112411975860596
29949,1.5850625038146973
29950,1.6614165306091309
29951,1.7222801446914673
29952,1.7446714639663696
29953,1.305607557296753
29954,1.3160700798034668
29955,1.334852695465088
29956,1.3653796911239624
29957,1.4081494808197021
29958,1.46542227268219
29959,1.5361659526824951
29960,1.6159214973449707
29961,1.6912847757339478
29962,1.7330349683761597
29963,1.7229411602020264
29964,1.2819935083389282
29965,1.289023518562317
29966,1.3043404817581177
29967,1.3309248685836792
29968,1.3696998357772827
29969,1.4226044416427612
29970,1.48951256275177
29971,1.569256067276001
29972,1.6553746461868286
29973,1.7206100225448608
29974,1.7266072034835815
29975,1.2713720798492432
29976,1.272637128829956
29977,1.2828798294067383
29978,1.3039358854293823
29979,1.3374359607696533
29980,1.383410930633545
29981,1.4455962181091309
29982,1.5237246751785278
29983,1.6196460723876953
29984,1.7078856229782104
